house_floor,house_area,house_address,house_price,house_rentKind,house_img_urls,house_title,house_decoration,house_structure,house_link
"
									低层
			/11层
",25.7平米,"
					福田上梅林粤华路
					",3000,整租,"
					http://is2.qfangimg.com/broker/2013/2/23/147x110/38a45ad3-c3f8-4b72-bb5a-addca6a7627e.jpg
			",上梅林地铁口物业 高档社区 家电全齐 精装修-整租,精装修,1房0厅,http://shenzhen.qfang.com/rent/13136759
"
									低层
			/11层
",25.7平米,"
					福田上梅林粤华路
					",3000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/FB/AE/CvtcKlcgKGmAcRdqAACNQL9wiy0709.jpg
			",上梅林地铁口物业 高档社区 家电全齐 精装修-整租,精装修,1房0厅,http://shenzhen.qfang.com/rent/13136759
"
									低层
			/11层
",25.7平米,"
					福田上梅林粤华路
					",3000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/3F/B0/CvtcKVcsP4-AXAJZAABnWHoeCXg596.jpg
			",上梅林地铁口物业 高档社区 家电全齐 精装修-整租,精装修,1房0厅,http://shenzhen.qfang.com/rent/13136759
"
									低层
			/15层
",79平米,"
					南山区南海大道与东滨路交汇处蛇口沃尔玛对面
					",6000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/FB/AE/CvtcKlcgKGmAcRdqAACNQL9wiy0709.jpg
			",花园城一期 普通装修，2室2厅，79m2花园社区,普通装修,2房2厅,http://shenzhen.qfang.com/rent/12987589
"
									低层
			/11层
",25.7平米,"
					福田上梅林粤华路
					",3000,整租,"
					http://is2.qfangimg.com/broker/2013/9/30/147x110/3ad6d8ad-0e41-4044-a0d7-f0e7e6fd6641.jpg
			",上梅林地铁口物业 高档社区 家电全齐 精装修-整租,精装修,1房0厅,http://shenzhen.qfang.com/rent/13136759
"
									低层
			/11层
",25.7平米,"
					福田上梅林粤华路
					",3000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/46/59/CvtcKlcthYKAEc6FAAC9DfQLG2s953.jpg
			",上梅林地铁口物业 高档社区 家电全齐 精装修-整租,精装修,1房0厅,http://shenzhen.qfang.com/rent/13136759
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/C0/0B/CvtcKlcV6LiAAJwOAADZ45-hW9w441.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/61/D7/CvtcKVcyol-AGyO2AADVp0ZEGsQ206.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/4E/D1/CvtcKlcu_V2APKvgAACrlCL0GcM891.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/5A/5B/CvtcKVcxSCOAcuWJAAD9vsSzP40781.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									低层
			/11层
",25.7平米,"
					福田上梅林粤华路
					",3000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/2E/52/CvtcKVcpZXmAdIqRAAB8HqoGNTs767.jpg
			",上梅林地铁口物业 高档社区 家电全齐 精装修-整租,精装修,1房0厅,http://shenzhen.qfang.com/rent/13136759
"
									低层
			/11层
",25.7平米,"
					福田上梅林粤华路
					",3000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/64/04/CvtcKVbEcAmAal5aAAC5ccD_dwI502.jpg
			",上梅林地铁口物业 高档社区 家电全齐 精装修-整租,精装修,1房0厅,http://shenzhen.qfang.com/rent/13136759
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun.qfangimg.com/group1/147x110/M00/C3/7A/wagAK1acPdOAE82HAAFfhwZEXtE069.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/19/DA/CvtcKVclZZOAM22gAACUpDYzM6M799.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://is2.qfangimg.com/shenzhen/broker/2015/4/14/147x110/bf9390de-0efd-45dd-add9-d70569afeab5.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/E1/3B/CvtcKlcbWhKAeinTAACjEAYFs6s078.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://is2.qfangimg.com/shenzhen/broker/2014/11/2/147x110/0bc65c8c-98bf-4ef6-9c36-9a61e03ac0ce.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://is2.qfangimg.com/shenzhen/broker/2015/5/1/147x110/85f52d19-ec18-4c1a-a63e-7391c4977b0e.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/D0/8D/CvtcKlbqmEyAXIn4AABnFYfLs64892.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/2D/09/CvtcKVb6cgqADkIVAADGyQaUjkk641.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/16/15/CvtcKVb2CW6AFsNuAABoXQq2yP0345.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/28/5A/CvtcKVcoK6yAXxycAADxaBSxiK4452.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/B2/F3/CvtcKVcTcT2ASOHhAACd6XLoles053.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/FF/8B/CvtcKlcgjcCAI3jjAACjASo0U-k734.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/C9/C8/CvtcKlbqITKAaC-IAAEQtydacRg560.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/84/FF/CvtcKlc4RRGAKLEsAADZlNuk_eY050.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/AF/4B/CvtcKVbj96qAfct4AACFXUyz1dc037.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/B6/ED/CvtcKlbmZD6AE_rGAADSXXeFpcs527.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/8D/65/CvtcKlc5qiSAV95bAAC8VJRMKyk684.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/B0/13/CvtcKVcTAdaAdo8XAABYD2J_n9M802.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									低层
			/15层
",79平米,"
					南山区南海大道与东滨路交汇处蛇口沃尔玛对面
					",6000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/2D/26/CvtcKVcpUsGAfzcFAAD3bV6TdXw198.jpg
			",花园城一期 普通装修，2室2厅，79m2花园社区,普通装修,2房2厅,http://shenzhen.qfang.com/rent/12987589
"
									低层
			/15层
",79平米,"
					南山区南海大道与东滨路交汇处蛇口沃尔玛对面
					",6000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/2C/9C/CvtcKlcpUdWAS4lVAAVfRfNTfko054.png
			",花园城一期 普通装修，2室2厅，79m2花园社区,普通装修,2房2厅,http://shenzhen.qfang.com/rent/12987589
"
									低层
			/15层
",79平米,"
					南山区南海大道与东滨路交汇处蛇口沃尔玛对面
					",6000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/18/87/CvtcKVaHK_2AQdlQAACKURBdU-8392.jpg
			",花园城一期 普通装修，2室2厅，79m2花园社区,普通装修,2房2厅,http://shenzhen.qfang.com/rent/12987589
"
									低层
			/15层
",79平米,"
					南山区南海大道与东滨路交汇处蛇口沃尔玛对面
					",6000,整租,"
					http://yun.qfangimg.com/group1/147x110/M00/B9/37/wagAKlaXS4OASrhsAAB3b58BXqA801.jpg
			",花园城一期 普通装修，2室2厅，79m2花园社区,普通装修,2房2厅,http://shenzhen.qfang.com/rent/12987589
"
									低层
			/15层
",79平米,"
					南山区南海大道与东滨路交汇处蛇口沃尔玛对面
					",6000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/21/01/CvtcKVcmxaKAdGFNAAEdZx3RP-E118.jpg
			",花园城一期 普通装修，2室2厅，79m2花园社区,普通装修,2房2厅,http://shenzhen.qfang.com/rent/12987589
"
									低层
			/15层
",79平米,"
					南山区南海大道与东滨路交汇处蛇口沃尔玛对面
					",6000,整租,"
					http://is2.qfangimg.com/shenzhen/broker/2014/11/11/147x110/595bd225-29cd-4955-b4e8-5081e84d5231.jpg
			",花园城一期 普通装修，2室2厅，79m2花园社区,普通装修,2房2厅,http://shenzhen.qfang.com/rent/12987589
"
									低层
			/15层
",79平米,"
					南山区南海大道与东滨路交汇处蛇口沃尔玛对面
					",6000,整租,"
					http://is2.qfangimg.com/shenzhen/broker/2015/7/31/147x110/73d7b4da-7781-4187-a16e-39a89c958643.jpg
			",花园城一期 普通装修，2室2厅，79m2花园社区,普通装修,2房2厅,http://shenzhen.qfang.com/rent/12987589
"
									低层
			/15层
",79平米,"
					南山区南海大道与东滨路交汇处蛇口沃尔玛对面
					",6000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/1F/3F/CvtcKlcmsEOAQl-RAACW2kuAOwc860.jpg
			",花园城一期 普通装修，2室2厅，79m2花园社区,普通装修,2房2厅,http://shenzhen.qfang.com/rent/12987589
"
									低层
			/15层
",79平米,"
					南山区南海大道与东滨路交汇处蛇口沃尔玛对面
					",6000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/1D/9C/CvtcKlcl_aOAGW_iAADSc2d8mis201.jpg
			",花园城一期 普通装修，2室2厅，79m2花园社区,普通装修,2房2厅,http://shenzhen.qfang.com/rent/12987589
"
									低层
			/15层
",79平米,"
					南山区南海大道与东滨路交汇处蛇口沃尔玛对面
					",6000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/80/C2/CvtcKlbVCHeAHp6mAACkY1A4kfA699.jpg
			",花园城一期 普通装修，2室2厅，79m2花园社区,普通装修,2房2厅,http://shenzhen.qfang.com/rent/12987589
"
									低层
			/15层
",79平米,"
					南山区南海大道与东滨路交汇处蛇口沃尔玛对面
					",6000,整租,"
					http://is2.qfangimg.com/shenzhen/broker/2014/11/28/147x110/5ff82ee8-7566-4c39-83d9-8cd362611c10.jpg
			",花园城一期 普通装修，2室2厅，79m2花园社区,普通装修,2房2厅,http://shenzhen.qfang.com/rent/12987589
"
									中层
			/27层
",90.2平米,"
					深圳市彩田北路与北环路交界之西南角
					",7500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/1C/58/CvtcKlcl0YSARZJKAACPobeDxdE247.jpg
			",彩田村精装三房，正南向看莲花山，全齐家私电器拎包即住,普通装修,3房2厅,http://shenzhen.qfang.com/rent/12019397
"
									低层
			/15层
",79平米,"
					南山区南海大道与东滨路交汇处蛇口沃尔玛对面
					",6000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/1C/58/CvtcKlcl0YSARZJKAACPobeDxdE247.jpg
			",花园城一期 普通装修，2室2厅，79m2花园社区,普通装修,2房2厅,http://shenzhen.qfang.com/rent/12987589
"
									低层
			/15层
",79平米,"
					南山区南海大道与东滨路交汇处蛇口沃尔玛对面
					",6000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/57/18/CvtcKVauw7mAd-2_AACjedcYky0747.jpg
			",花园城一期 普通装修，2室2厅，79m2花园社区,普通装修,2房2厅,http://shenzhen.qfang.com/rent/12987589
"
									低层
			/15层
",79平米,"
					南山区南海大道与东滨路交汇处蛇口沃尔玛对面
					",6000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/15/58/CvtcKVaDR-WAe0tRAABkOx_WJsc961.jpg
			",花园城一期 普通装修，2室2厅，79m2花园社区,普通装修,2房2厅,http://shenzhen.qfang.com/rent/12987589
"
									低层
			/15层
",79平米,"
					南山区南海大道与东滨路交汇处蛇口沃尔玛对面
					",6000,整租,"
					http://is2.qfangimg.com/shenzhen/broker/2014/9/24/147x110/daeae998-fbd5-4941-9d75-44e6cace764e.jpg
			",花园城一期 普通装修，2室2厅，79m2花园社区,普通装修,2房2厅,http://shenzhen.qfang.com/rent/12987589
"
									低层
			/15层
",79平米,"
					南山区南海大道与东滨路交汇处蛇口沃尔玛对面
					",6000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/6F/4F/CvtcKVbLxJaANCQOAACljP-vj5c771.jpg
			",花园城一期 普通装修，2室2厅，79m2花园社区,普通装修,2房2厅,http://shenzhen.qfang.com/rent/12987589
"
									低层
			/15层
",79平米,"
					南山区南海大道与东滨路交汇处蛇口沃尔玛对面
					",6000,整租,"
					http://yun.qfangimg.com/group1/147x110/M00/BA/5A/wagAK1Zj7lSAWhmMAADS1DxLfNk378.jpg
			",花园城一期 普通装修，2室2厅，79m2花园社区,普通装修,2房2厅,http://shenzhen.qfang.com/rent/12987589
"
									低层
			/15层
",79平米,"
					南山区南海大道与东滨路交汇处蛇口沃尔玛对面
					",6000,整租,"
					http://yun.qfangimg.com/group1/147x110/M00/A2/D9/wagAK1ZLJZaAdQ0sAAB3xie_ADM228.jpg
			",花园城一期 普通装修，2室2厅，79m2花园社区,普通装修,2房2厅,http://shenzhen.qfang.com/rent/12987589
"
									低层
			/11层
",25.7平米,"
					福田上梅林粤华路
					",3000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/52/C6/CvtcKlcv9cWACL61AACfHcBK0aI816.jpg
			",上梅林地铁口物业 高档社区 家电全齐 精装修-整租,精装修,1房0厅,http://shenzhen.qfang.com/rent/13136759
"
									低层
			/11层
",25.7平米,"
					福田上梅林粤华路
					",3000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/A6/FA/CvtcKlcRnw-AfnkiAAC6Cn4sr20609.jpg
			",上梅林地铁口物业 高档社区 家电全齐 精装修-整租,精装修,1房0厅,http://shenzhen.qfang.com/rent/13136759
"
									低层
			/11层
",25.7平米,"
					福田上梅林粤华路
					",3000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/4E/F0/CvtcKVcu7heAY15tAACeAGYL_D4509.jpg
			",上梅林地铁口物业 高档社区 家电全齐 精装修-整租,精装修,1房0厅,http://shenzhen.qfang.com/rent/13136759
"
									低层
			/11层
",25.7平米,"
					福田上梅林粤华路
					",3000,整租,"
					http://yun.qfangimg.com/group1/147x110/M00/B7/BF/wagAKlaE9fWAQmiXAABtb2YkffY472.jpg
			",上梅林地铁口物业 高档社区 家电全齐 精装修-整租,精装修,1房0厅,http://shenzhen.qfang.com/rent/13136759
"
									低层
			/11层
",25.7平米,"
					福田上梅林粤华路
					",3000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/92/F0/CvtcKVbbpFGAAlIVAACLG2ODMI8319.jpg
			",上梅林地铁口物业 高档社区 家电全齐 精装修-整租,精装修,1房0厅,http://shenzhen.qfang.com/rent/13136759
"
									低层
			/11层
",25.7平米,"
					福田上梅林粤华路
					",3000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/93/BE/CvtcKlbcDaKAAaipAABU3ivLiJ8832.jpg
			",上梅林地铁口物业 高档社区 家电全齐 精装修-整租,精装修,1房0厅,http://shenzhen.qfang.com/rent/13136759
"
									低层
			/11层
",25.7平米,"
					福田上梅林粤华路
					",3000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/20/E4/CvtcKVaOWtiANjI2AACSaJ_bz-s097.jpg
			",上梅林地铁口物业 高档社区 家电全齐 精装修-整租,精装修,1房0厅,http://shenzhen.qfang.com/rent/13136759
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://is2.qfangimg.com/shenzhen/broker/2015/6/26/147x110/c570bc4b-e002-4bc2-b79a-5f1934a80a3c.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									低层
			/11层
",25.7平米,"
					福田上梅林粤华路
					",3000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/20/D8/CvtcKlaOVGqAYLKPAACFiDRZBy8691.jpg
			",上梅林地铁口物业 高档社区 家电全齐 精装修-整租,精装修,1房0厅,http://shenzhen.qfang.com/rent/13136759
"
									低层
			/11层
",25.7平米,"
					福田上梅林粤华路
					",3000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/81/2D/CvtcKlc33_qABdRwAAB5BupbWSA994.jpg
			",上梅林地铁口物业 高档社区 家电全齐 精装修-整租,精装修,1房0厅,http://shenzhen.qfang.com/rent/13136759
"
									低层
			/11层
",25.7平米,"
					福田上梅林粤华路
					",3000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/28/05/CvtcKlb551uAHjfmAABrfZvPIJs252.jpg
			",上梅林地铁口物业 高档社区 家电全齐 精装修-整租,精装修,1房0厅,http://shenzhen.qfang.com/rent/13136759
"
									低层
			/11层
",25.7平米,"
					福田上梅林粤华路
					",3000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/65/C9/CvtcKlcFxBeACV9QAACYMwY04V4270.png
			",上梅林地铁口物业 高档社区 家电全齐 精装修-整租,精装修,1房0厅,http://shenzhen.qfang.com/rent/13136759
"
									低层
			/11层
",25.7平米,"
					福田上梅林粤华路
					",3000,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/94/38/CvtcKlbcKsSABA4mAABmJ4omgQ0185.jpg
			",上梅林地铁口物业 高档社区 家电全齐 精装修-整租,精装修,1房0厅,http://shenzhen.qfang.com/rent/13136759
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://is2.qfangimg.com/broker/2013/0/25/147x110/be128c2b-5d53-46fe-bbf9-0b6ea5f9c33f.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun.qfangimg.com/group1/147x110/M00/5F/0D/wagAK1V_rn2AEj3tAAE2_8zXx1Y591.JPG
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									中层
			/8层
",62.4平米,"
					流塘路38号
					",3200,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/91/9F/CvtcKlc6m1iAFVrhAAGFSntF_xw923.jpg
			",南北通透,精装修,2房2厅,http://shenzhen.qfang.com/rent/13298329
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/45/D8/CvtcKVctYu2AC5PlAACkYip_2N0065.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/8E/5A/CvtcKVc5tguAQTE1AADW9yl4uN4433.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun.qfangimg.com/group1/147x110/M00/A5/AB/wagAKlZYD16AfxDoAACu-t-FgjY729.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/A0/09/CvtcKVcQVpWAPALaAAB8RhRLRjk484.jpg
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									高层
			/33层
",85平米,"
					南山后海大道与花果山路交汇处
					",8500,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/7B/2E/CvtcKVbRotKAeKwsAAEhOFXF1wU246.JPG
			",栖游记 精装修三防两卫 海景 景观非常好南北通透,精装修,3房2厅,http://shenzhen.qfang.com/rent/13239419
"
									中层
			/8层
",62.4平米,"
					流塘路38号
					",3200,整租,"
					http://yun200.qfangimg.com/group1/147x110/M00/89/A5/CvtcKlc5PeSAFogQAACINiwjF20470.png
			",南北通透,精装修,2房2厅,http://shenzhen.qfang.com/rent/13298329
